Intervalle,Heure,Temps de déplacement,Distance,Gain d'altitude,Perte d'altitude,Allure moyenne,Allure moyenne en déplacement,Meilleure allure,Cadence de course moyenne,Cadence de course maximale,Longueur moyenne des foulées,Fréquence cardiaque moy.,Fréquence cardiaque maximale,Température moyenne,Calories
1,00:06:15.178,00:06:15.178,1,1,35,0:06:15  ,0:06:15  ,0:05:29  ,171.703125,176.0,93.13988054385781,133.0,144.0,--,79
2,00:06:07.221,00:06:03.000,1,0,7,0:06:07  ,0:06:03  ,0:05:25  ,170.078125,179.0,96.06723084174197,141.0,155.0,--,78
3,00:06:04.919,00:06:04.919,1,1,1,0:06:04  ,0:06:04  ,0:05:46  ,172.171875,176.0,95.49762208304013,152.0,157.0,--,85
4,00:06:16.012,00:06:16.000,1,9,0,0:06:16  ,0:06:16  ,0:06:08  ,171.140625,174.0,93.23874926999113,154.0,162.0,--,87
5,00:06:05.367,00:06:05.000,1,1,10,0:06:05  ,0:06:05  ,0:05:53  ,171.359375,174.0,95.83277331526342,152.0,163.0,--,82
6,00:06:00.315,00:06:00.000,1,0,0,0:06:00  ,0:06:00  ,0:05:53  ,171.65625,176.0,97.00838722600471,157.0,161.0,--,84
7,00:06:06.505,00:06:06.505,1,3,1,0:06:06  ,0:06:06  ,0:05:30  ,170.875,174.0,95.80602314015584,158.0,161.0,--,87
8,00:05:58.792,00:05:58.792,1,9,6,0:05:58  ,0:05:58  ,0:05:37  ,171.390625,176.0,97.57115507984018,161.0,167.0,--,85
9,00:06:14.393,00:06:11.000,1,5,3,0:06:14  ,0:06:11  ,0:05:40  ,166.6875,174.0,96.14362460311298,154.0,162.0,--,82
10,00:04:51.298,00:04:51.000,0.72,35,0,0:06:46  ,0:06:46  ,0:06:18  ,169.046875,172.0,87.23592435593224,167.0,180.0,--,71
11,00:00:01.043,00:00:01.000,0,0,0,0:05:52  ,0:05:37  ,0:06:46  ,168.0,168.0,101.35598160744807,168.0,168.0,--,0
Summary,01:00:01.043,00:59:52.394,9.72,64,63,0:06:10  ,0:06:09  ,0:05:25  ,170.625,179.0,94.89790456339892,153.0,180.0,--,820
